candidate_id,rank,score,reasoning
CAND_0051292,21,45.087800943731324,Profile text aligns 45% with the JD. Matches 1/11 required skills: faiss. 5.2 yrs as Applied ML Engineer at Freshworks. Active & open to work. Notice: 30d (×1.00).
CAND_0045141,22,45.0009992067009,"Profile text aligns 41% with the JD. Matches 3/11 required skills: faiss, pinecone, milvus. 5.3 yrs as Data Scientist at HCL. Active & open to work. Notice: 30d (×1.00)."
CAND_0068932,23,44.73022436659881,Profile text aligns 45% with the JD. Matches 1/11 required skills: milvus. 5.2 yrs as ML Engineer at Krutrim. Active & open to work. Notice: 30d (×1.00).
CAND_0041610,24,44.462923675192435,Profile text aligns 42% with the JD. Matches 1/11 required skills: embeddings. 6.7 yrs as Recommendation Systems Engineer at Zoho. Active & open to work. Notice: 30d (×1.00).
CAND_0005509,25,44.40767189483803,"Profile text aligns 42% with the JD. Matches 2/11 required skills: qdrant, python. 6.0 yrs as Data Scientist at Ola. Active & open to work. Notice: 30d (×1.00)."
CAND_0096104,26,44.315238745773456,Profile text aligns 49% with the JD. Matches 1/11 required skills: pinecone. 7.0 yrs as AI Specialist at Yellow.ai. Active & open to work. Notice: 30d (×1.00).
CAND_0026942,27,44.21236973521543,Profile text aligns 41% with the JD. 0/11 required skills matched — jd_fit capped + skill signal halved. 6.0 yrs as Junior ML Engineer at Verloop.io. Active & open to work. Notice: 30d (×1.00). Concerns: HIGH: 0 required skills & semantic ≤65% → jd_fit capped + skill halved.
CAND_0082262,28,44.19521527392711,"Profile text aligns 53% with the JD. Matches 2/11 required skills: weaviate, python. 5.9 yrs as Senior Software Engineer (ML) at Wipro. Active & open to work. Notice: 30d (×1.00)."
CAND_0058688,29,43.59675901222216,"Profile text aligns 50% with the JD. Matches 2/11 required skills: embeddings, milvus. 6.7 yrs as AI Engineer at Vedantu. Active & open to work. Notice: 15d (×1.00)."
CAND_0009024,30,43.507174070533914,"Profile text aligns 43% with the JD. Matches 2/11 required skills: faiss, qdrant. 5.2 yrs as Search Engineer at Google. Active & open to work. Notice: 30d (×1.00)."
CAND_0055905,31,43.01030052071248,"Profile text aligns 56% with the JD. Matches 2/11 required skills: embeddings, python. 8.1 yrs as Senior Machine Learning Engineer at Flipkart. Active & open to work. Notice: 30d (×1.00)."
CAND_0025640,32,42.748142999303425,Profile text aligns 51% with the JD. Matches 1/11 required skills: faiss. 5.6 yrs as AI Research Engineer at HCL. Active & open to work. Notice: 30d (×1.00).
CAND_0043676,33,42.638334976896274,Profile text aligns 47% with the JD. 0/11 required skills matched — jd_fit capped + skill signal halved. 6.1 yrs as Senior Software Engineer (ML) at Observe.AI. Active & open to work. Notice: 30d (×1.00). Concerns: HIGH: 0 required skills & semantic ≤65% → jd_fit capped + skill halved.
CAND_0008297,34,42.63059380800465,Profile text aligns 43% with the JD. 0/11 required skills matched — jd_fit capped + skill signal halved. 5.3 yrs as Computer Vision Engineer at Rephrase.ai. Active & open to work. Notice: 30d (×1.00). Concerns: HIGH: 0 required skills & semantic ≤65% → jd_fit capped + skill halved; low offer acceptance rate.
CAND_0052195,35,42.43409335067167,Profile text aligns 36% with the JD. Matches 1/11 required skills: sentence-transformers. 6.3 yrs as Computer Vision Engineer at Sarvam AI. Active & open to work. Notice: 30d (×1.00).
CAND_0020350,36,42.394759610951695,"Profile text aligns 48% with the JD. Matches 2/11 required skills: sentence-transformers, faiss. 5.8 yrs as AI Engineer at Zoho. Active & open to work. Notice: 30d (×1.00)."
CAND_0053695,37,42.02053041515254,"Profile text aligns 33% with the JD. Matches 3/11 required skills: embeddings, sentence-transformers, pinecone. 5.8 yrs as Recommendation Systems Engineer at Meesho. Active & open to work. Notice: 15d (×1.00)."
CAND_0015493,38,41.99322331443292,Profile text aligns 40% with the JD. 0/11 required skills matched — jd_fit capped + skill signal halved. 6.4 yrs as Data Scientist at CRED. Active & open to work. Notice: 30d (×1.00). Concerns: HIGH: 0 required skills & semantic ≤65% → jd_fit capped + skill halved.
CAND_0083879,39,41.8724593506154,"Profile text aligns 48% with the JD. Matches 2/11 required skills: sentence-transformers, milvus. 7.1 yrs as Machine Learning Engineer at Ola. Active & open to work. Notice: 30d (×1.00)."
CAND_0043860,40,41.75280984103472,Profile text aligns 44% with the JD. Matches 1/11 required skills: qdrant. 6.1 yrs as Junior ML Engineer at Aganitha. Active & open to work. Notice: 30d (×1.00).
CAND_0036184,41,41.67621044988769,"Profile text aligns 37% with the JD. Matches 4/11 required skills: embeddings, sentence-transformers, faiss, pinecone. 6.0 yrs as Recommendation Systems Engineer at CRED. Active & open to work. Notice: 30d (×1.00)."
CAND_0061257,42,41.511261346698895,Profile text aligns 50% with the JD. Matches 1/11 required skills: python. 8.0 yrs as Staff Machine Learning Engineer at LinkedIn. Active & open to work. Notice: 30d (×1.00).
CAND_0017093,43,41.445083351926314,Profile text aligns 37% with the JD. Matches 1/11 required skills: embeddings. 5.9 yrs as ML Engineer at Zoho. Active & open to work. Notice: 30d (×1.00). Concerns: low offer acceptance rate.
CAND_0053605,44,40.977559329728635,Profile text aligns 48% with the JD. 0/11 required skills matched — jd_fit capped + skill signal halved. 6.9 yrs as Senior Software Engineer (ML) at Verloop.io. Active & open to work. Notice: 30d (×1.00). Concerns: HIGH: 0 required skills & semantic ≤65% → jd_fit capped + skill halved.
CAND_0078492,45,40.81829807198694,"Profile text aligns 42% with the JD. Matches 2/11 required skills: faiss, qdrant. 5.1 yrs as Recommendation Systems Engineer at Verloop.io. Active & open to work. Notice: 30d (×1.00)."
CAND_0003841,46,40.72045379592891,"Profile text aligns 43% with the JD. Matches 2/11 required skills: sentence-transformers, pinecone. 5.0 yrs as ML Engineer at Tech Mahindra. Active & open to work. Notice: 30d (×1.00)."
CAND_0040117,47,40.69244095521027,"Profile text aligns 39% with the JD. Matches 2/11 required skills: embeddings, faiss. 6.5 yrs as Recommendation Systems Engineer at PhonePe. Active & open to work. Notice: 15d (×1.00)."
CAND_0015097,48,40.691310601203874,Profile text aligns 48% with the JD. Matches 1/11 required skills: python. 6.0 yrs as Senior Software Engineer (ML) at Zoho. Active & open to work. Notice: 30d (×1.00).
CAND_0019288,49,40.68363768542294,Profile text aligns 49% with the JD. Matches 1/11 required skills: faiss. 5.7 yrs as AI Research Engineer at Paytm. Active & open to work. Notice: 30d (×1.00).
CAND_0072660,50,40.68276654176085,"Profile text aligns 47% with the JD. Matches 2/11 required skills: faiss, python. 7.1 yrs as Machine Learning Engineer at Unacademy. Active & open to work. Notice: 30d (×1.00)."
CAND_0097176,51,40.63316708152438,Profile text aligns 43% with the JD. Matches 1/11 required skills: faiss. 5.9 yrs as ML Engineer at TCS. Active & open to work. Notice: 30d (×1.00).
CAND_0037160,52,40.62696516646396,"Profile text aligns 41% with the JD. Matches 2/11 required skills: embeddings, weaviate. 6.0 yrs as Data Scientist at Haptik. Active & open to work. Notice: 30d (×1.00)."
CAND_0064256,53,40.49240808753558,"Profile text aligns 45% with the JD. Matches 2/11 required skills: embeddings, python. 6.4 yrs as Junior ML Engineer at BYJU'S. Active & open to work. Notice: 30d (×1.00)."
CAND_0074342,54,40.44476836387559,Profile text aligns 50% with the JD. Matches 1/11 required skills: sentence-transformers. 5.7 yrs as Data Scientist at Zoho. Active & open to work. Notice: 30d (×1.00).
CAND_0050765,55,40.200334528346666,"Profile text aligns 46% with the JD. Matches 2/11 required skills: embeddings, pinecone. 4.9 yrs as AI Specialist at Swiggy. Active & open to work. Notice: 30d (×1.00). Concerns: HIGH: 4.9 yrs is 0.1 yrs below 5-yr floor → -1.5 pt YoE penalty."
CAND_0040887,56,40.18742816776616,"Profile text aligns 46% with the JD. Matches 3/11 required skills: faiss, milvus, python. 4.7 yrs as Machine Learning Engineer at Netflix. Active & open to work. Notice: 15d (×1.00). Concerns: HIGH: 4.7 yrs is 0.3 yrs below 5-yr floor → -4.5 pt YoE penalty."
CAND_0037980,57,40.12740270248605,Profile text aligns 48% with the JD. 0/11 required skills matched — jd_fit capped + skill signal halved. 9.0 yrs as Senior Applied Scientist at Niramai. Active & open to work. Notice: 30d (×1.00). Concerns: HIGH: 0 required skills & semantic ≤65% → jd_fit capped + skill halved.
CAND_0014234,58,39.91500582476264,Profile text aligns 47% with the JD. 0/11 required skills matched — jd_fit capped + skill signal halved. 5.4 yrs as Junior ML Engineer at Tech Mahindra. Active & open to work. Notice: 30d (×1.00). Concerns: HIGH: 0 required skills & semantic ≤65% → jd_fit capped + skill halved; low offer acceptance rate.
CAND_0009200,59,39.89761187616482,Profile text aligns 56% with the JD. Matches 1/11 required skills: sentence-transformers. 5.7 yrs as AI Specialist at HCL. Active & open to work. Notice: 45d (×0.80). Concerns: MODERATE: 45-day notice → 0.80× multiplier.
CAND_0069638,60,39.879468976429045,Profile text aligns 43% with the JD. Matches 1/11 required skills: pinecone. 6.2 yrs as Computer Vision Engineer at Swiggy. Active & open to work. Notice: 30d (×1.00). Concerns: low offer acceptance rate.
CAND_0048558,61,39.81789553260916,Profile text aligns 46% with the JD. Matches 1/11 required skills: qdrant. 6.7 yrs as Data Scientist at Rephrase.ai. Active & open to work. Notice: 30d (×1.00).
CAND_0065878,62,39.80863746205253,Profile text aligns 43% with the JD. 0/11 required skills matched — jd_fit capped + skill signal halved. 7.8 yrs as Senior Data Scientist at Niramai. Active & open to work. Notice: 15d (×1.00). Concerns: HIGH: 0 required skills & semantic ≤65% → jd_fit capped + skill halved.
CAND_0080051,63,39.72723933089427,Profile text aligns 47% with the JD. 0/11 required skills matched — jd_fit capped + skill signal halved. 5.2 yrs as Data Scientist at Niramai. Active & open to work. Notice: 30d (×1.00). Concerns: HIGH: 0 required skills & semantic ≤65% → jd_fit capped + skill halved.
CAND_0050454,64,39.67717919298338,"Profile text aligns 46% with the JD. Matches 2/11 required skills: faiss, qdrant. 6.8 yrs as AI Engineer at Rephrase.ai. Active & open to work. Notice: 30d (×1.00)."
CAND_0098846,65,39.58646607874231,Profile text aligns 52% with the JD. Matches 1/11 required skills: qdrant. 7.6 yrs as AI Engineer at upGrad. Active & open to work. Notice: 45d (×0.80). Concerns: MODERATE: 45-day notice → 0.80× multiplier.
CAND_0019880,66,39.41190074705481,Profile text aligns 48% with the JD. Matches 1/11 required skills: embeddings. 5.7 yrs as AI Specialist at Aganitha. Active & open to work. Notice: 30d (×1.00).
CAND_0076587,67,39.30384545276556,"Profile text aligns 48% with the JD. Matches 2/11 required skills: embeddings, weaviate. 4.9 yrs as AI Specialist at Genpact AI. Active & open to work. Notice: 30d (×1.00). Concerns: HIGH: 4.9 yrs is 0.1 yrs below 5-yr floor → -1.5 pt YoE penalty; low offer acceptance rate."
CAND_0068811,68,39.1164584392297,"Profile text aligns 45% with the JD. Matches 4/11 required skills: embeddings, pinecone, qdrant, weaviate. 8.0 yrs as Applied ML Engineer at Freshworks. Active & open to work. Notice: 30d (×1.00)."
CAND_0063622,69,38.95365073895819,Profile text aligns 34% with the JD. 0/11 required skills matched — jd_fit capped + skill signal halved. 5.2 yrs as Computer Vision Engineer at Niramai. Active & open to work. Notice: 30d (×1.00). Concerns: HIGH: 0 required skills & semantic ≤65% → jd_fit capped + skill halved.
CAND_0071939,70,38.9350133190705,"Profile text aligns 33% with the JD. Matches 2/11 required skills: embeddings, qdrant. 6.4 yrs as Data Scientist at Krutrim. Active & open to work. Notice: 30d (×1.00)."
CAND_0033445,71,38.807636101693724,Profile text aligns 35% with the JD. 0/11 required skills matched — jd_fit capped + skill signal halved. 6.8 yrs as ML Engineer at Vedantu. Active & open to work. Notice: 30d (×1.00). Concerns: HIGH: 0 required skills & semantic ≤65% → jd_fit capped + skill halved.
CAND_0032216,72,38.639951300100385,"Profile text aligns 40% with the JD. Matches 2/11 required skills: sentence-transformers, qdrant. 6.1 yrs as ML Engineer at upGrad. Active & open to work. Notice: 30d (×1.00). Concerns: low GitHub activity (14.2/100)."
CAND_0066690,73,38.63741686704635,"Profile text aligns 46% with the JD. Matches 2/11 required skills: sentence-transformers, pinecone. 4.8 yrs as ML Engineer at Freshworks. Active & open to work. Notice: 30d (×1.00). Concerns: HIGH: 4.8 yrs is 0.2 yrs below 5-yr floor → -3.0 pt YoE penalty."
CAND_0065786,74,38.62900193037348,"Profile text aligns 44% with the JD. Matches 2/11 required skills: pinecone, qdrant. 4.9 yrs as AI Specialist at Swiggy. Active & open to work. Notice: 45d (×0.80). Concerns: HIGH: 4.9 yrs is 0.1 yrs below 5-yr floor → -1.5 pt YoE penalty; MODERATE: 45-day notice → 0.80× multiplier."
CAND_0064888,75,38.583570361156994,Profile text aligns 37% with the JD. Matches 1/11 required skills: embeddings. 5.8 yrs as ML Engineer at Verloop.io. Active & open to work. Notice: 30d (×1.00). Concerns: low GitHub activity (17.4/100); low offer acceptance rate.
CAND_0015967,76,38.58096754643661,"Profile text aligns 46% with the JD. Matches 2/11 required skills: embeddings, pinecone. 5.4 yrs as Senior Software Engineer (ML) at Razorpay. Active & open to work. Notice: 30d (×1.00). Concerns: low offer acceptance rate."
CAND_0065195,77,38.483382897927626,Profile text aligns 48% with the JD. Matches 1/11 required skills: qdrant. 5.1 yrs as Search Engineer at CRED. Active & open to work. Notice: 45d (×0.80). Concerns: MODERATE: 45-day notice → 0.80× multiplier.
CAND_0074098,78,38.181963443504586,Profile text aligns 41% with the JD. 0/11 required skills matched — jd_fit capped + skill signal halved. 4.9 yrs as Data Scientist at Observe.AI. Active & open to work. Notice: 30d (×1.00). Concerns: HIGH: 0 required skills & semantic ≤65% → jd_fit capped + skill halved; HIGH: 4.9 yrs is 0.1 yrs below 5-yr floor → -1.5 pt YoE penalty; low offer acceptance rate.
CAND_0012888,79,38.152469929236034,Profile text aligns 42% with the JD. 0/11 required skills matched — jd_fit capped + skill signal halved. 6.4 yrs as Junior ML Engineer at Genpact AI. Active & open to work. Notice: 30d (×1.00). Concerns: HIGH: 0 required skills & semantic ≤65% → jd_fit capped + skill halved.
CAND_0010685,80,38.101816391822766,Profile text aligns 44% with the JD. 0/11 required skills matched — jd_fit capped + skill signal halved. 6.7 yrs as NLP Engineer at Rephrase.ai. Active & open to work. Notice: 30d (×1.00). Concerns: HIGH: 0 required skills & semantic ≤65% → jd_fit capped + skill halved.
CAND_0077296,81,37.96739658172542,Profile text aligns 44% with the JD. Matches 1/11 required skills: weaviate. 5.8 yrs as Computer Vision Engineer at Ola. Active & open to work. Notice: 45d (×0.80). Concerns: MODERATE: 45-day notice → 0.80× multiplier.
CAND_0081852,82,37.94863206386119,"Profile text aligns 48% with the JD. Matches 2/11 required skills: weaviate, milvus. 5.9 yrs as Senior Data Scientist at Mad Street Den. Active & open to work. Notice: 45d (×0.80). Concerns: MODERATE: 45-day notice → 0.80× multiplier."
CAND_0033179,83,37.87771959732801,Profile text aligns 46% with the JD. 0/11 required skills matched — jd_fit capped + skill signal halved. 6.9 yrs as AI Research Engineer at Wipro. Active & open to work. Notice: 30d (×1.00). Concerns: HIGH: 0 required skills & semantic ≤65% → jd_fit capped + skill halved.
CAND_0082086,84,37.8467331631164,"Profile text aligns 43% with the JD. Matches 3/11 required skills: faiss, pinecone, milvus. 6.0 yrs as Senior Software Engineer (ML) at Razorpay. Active & open to work. Notice: 45d (×0.80). Concerns: MODERATE: 45-day notice → 0.80× multiplier; low offer acceptance rate."
CAND_0070808,85,37.75165792619566,Profile text aligns 50% with the JD. Matches 1/11 required skills: pinecone. 6.8 yrs as Junior ML Engineer at HCL. Active & open to work. Notice: 30d (×1.00). Concerns: low offer acceptance rate.
CAND_0008295,86,37.6376096498996,"Profile text aligns 46% with the JD. Matches 2/11 required skills: weaviate, python. 6.5 yrs as AI Research Engineer at Razorpay. Active & open to work. Notice: 45d (×0.80). Concerns: MODERATE: 45-day notice → 0.80× multiplier."
CAND_0051004,87,37.58282505118896,"Profile text aligns 46% with the JD. Matches 2/11 required skills: embeddings, qdrant. 4.7 yrs as Senior Data Scientist at CRED. Active & open to work. Notice: 15d (×1.00). Concerns: HIGH: 4.7 yrs is 0.3 yrs below 5-yr floor → -4.5 pt YoE penalty."
CAND_0003791,88,37.58178621998331,"Profile text aligns 48% with the JD. Matches 2/11 required skills: weaviate, python. 6.6 yrs as ML Engineer at Meesho. Active & open to work. Notice: 45d (×0.80). Concerns: MODERATE: 45-day notice → 0.80× multiplier."
CAND_0014063,89,37.54053536316557,Profile text aligns 50% with the JD. Matches 1/11 required skills: faiss. 5.4 yrs as AI Specialist at Sarvam AI. Active & open to work. Notice: 45d (×0.80). Concerns: MODERATE: 45-day notice → 0.80× multiplier.
CAND_0098217,90,37.51159025019497,"Profile text aligns 40% with the JD. Matches 2/11 required skills: faiss, pinecone. 6.4 yrs as ML Engineer at Glance. Active & open to work. Notice: 45d (×0.80). Concerns: MODERATE: 45-day notice → 0.80× multiplier."
CAND_0049831,91,37.22057320836466,Profile text aligns 43% with the JD. Matches 1/11 required skills: embeddings. 5.4 yrs as Computer Vision Engineer at BYJU'S. Active & open to work. Notice: 45d (×0.80). Concerns: MODERATE: 45-day notice → 0.80× multiplier.
CAND_0040443,92,36.865340964420454,Profile text aligns 52% with the JD. Matches 1/11 required skills: qdrant. 7.2 yrs as Analytics Engineer at upGrad. Active & open to work. Notice: 30d (×1.00).
CAND_0002120,93,36.76569924663585,"Profile text aligns 47% with the JD. Matches 3/11 required skills: embeddings, pinecone, qdrant. 6.5 yrs as ML Engineer at HCL. Active & open to work. Notice: 45d (×0.80). Concerns: MODERATE: 45-day notice → 0.80× multiplier."
CAND_0064326,94,36.610898838439276,"Profile text aligns 45% with the JD. Matches 3/11 required skills: weaviate, milvus, python. 7.6 yrs as Search Engineer at Sarvam AI. Active & open to work. Notice: 45d (×0.80). Concerns: MODERATE: 45-day notice → 0.80× multiplier."
CAND_0006757,95,36.56247807962324,"Profile text aligns 50% with the JD. Matches 1/11 required skills: embeddings. 5.4 yrs as Senior Software Engineer at Unacademy. Active & open to work. Notice: 30d (×1.00). Concerns: HIGH: Title 'Senior Software Engineer' is adjacent SWE, not core ML/AI → jd_fit ×0.35."
CAND_0042506,96,36.55199052113318,"Profile text aligns 49% with the JD. Matches 3/11 required skills: faiss, qdrant, milvus. 4.2 yrs as Search Engineer at Verloop.io. Active & open to work. Notice: 15d (×1.00). Concerns: HIGH: 4.2 yrs is 0.8 yrs below 5-yr floor → -12.0 pt YoE penalty."
CAND_0020708,97,36.327533433403175,"Profile text aligns 45% with the JD. Matches 3/11 required skills: sentence-transformers, milvus, python. 4.2 yrs as Search Engineer at PolicyBazaar. Active & open to work. Notice: 30d (×1.00). Concerns: HIGH: 4.2 yrs is 0.8 yrs below 5-yr floor → -12.0 pt YoE penalty."
CAND_0084005,98,36.286820732784584,"Profile text aligns 56% with the JD. 0/11 required skills matched — jd_fit capped + skill signal halved. 6.1 yrs as Backend Engineer at Pied Piper. Active & open to work. Notice: 30d (×1.00). Concerns: HIGH: 0 required skills & semantic ≤65% → jd_fit capped + skill halved; HIGH: Title 'Backend Engineer' is adjacent SWE, not core ML/AI → jd_fit ×0.35."
CAND_0008239,99,36.250904476587934,"Profile text aligns 48% with the JD. Matches 4/11 required skills: faiss, weaviate, milvus, python. 4.0 yrs as AI Engineer at Apple. Active & open to work. Notice: 15d (×1.00). Concerns: HIGH: 4.0 yrs is 1.0 yrs below 5-yr floor → -15.0 pt YoE penalty."
CAND_0059795,100,36.126037592365215,Profile text aligns 54% with the JD. Matches 1/11 required skills: python. 5.6 yrs as Senior Software Engineer (ML) at Locobuzz. Active & open to work. Notice: 45d (×0.80). Concerns: MODERATE: 45-day notice → 0.80× multiplier.
